105.145.171.151	辽宁	2021-06-01	1532057592615	4389195290417379165	www.jd.com	View
105.145.171.151	辽宁	2021-06-01	1532057592616	4389195290417379165	www.dangdang.com	Login
105.145.171.151	辽宁	2021-06-01	1532057592617	4389195290417379165	www.taobao.com	Comment
156.179.160.30	吉林	2021-06-01	1532057592617	5325897281591868217	www.suning.com	Regist
156.179.160.30	吉林	2021-06-01	1532057592617	5325897281591868217	www.dangdang.com	Comment
156.179.160.30	吉林	2021-06-01	1532057592618	5325897281591868217	www.baidu.com	View
190.37.92.153	北京	2021-06-01	1532057592618	5442936660226459177	www.suning.com	Click
190.37.92.153	北京	2021-06-01	1532057592619	5442936660226459177	www.dangdang.com	Buy
190.37.92.153	北京	2021-06-01	1532057592619	5442936660226459177	www.gome.com.cn	Regist
190.37.92.153	北京	2021-06-01	1532057592619	5442936660226459177	www.dangdang.com	Buy
190.37.92.153	北京	2021-06-01	1532057592620	5442936660226459177	www.dangdang.com	Buy
14.192.111.162	浙江	2021-06-01	1532057592620	2729036904202283535	www.baidu.com	Click
157.140.205.43	山西	2021-06-01	1532057592620	7525107213152810709	www.suning.com	Comment
94.0.201.117	湖南	2021-06-01	1532057592621	4926659864297255839	www.gome.com.cn	Click
161.59.30.196	山西	2021-06-01	1532057592621	3572062651028442022	www.baidu.com	Click
161.59.30.196	山西	2021-06-01	1532057592621	3572062651028442022	www.baidu.com	Click
161.59.30.196	山西	2021-06-01	1532057592622	3572062651028442022	www.mi.com	View
98.173.26.105	香港	2021-06-01	1532057592622	9180539059907234209	www.jd.com	Click
79.48.85.87	广西	2021-06-01	1532057592622	5273804877512630061	www.taobao.com	Login
123.180.29.190	辽宁	2021-06-01	1532057592623	3164374644101152078	www.suning.com	View
123.180.29.190	辽宁	2021-06-01	1532057592623	3164374644101152078	www.baidu.com	Buy
123.180.29.190	辽宁	2021-06-01	1532057592623	3164374644101152078	www.gome.com.cn	Regist
197.133.52.49	海南	2021-06-01	1532057592624	6064712595290452386	www.suning.com	Comment
217.222.205.24	新疆	2021-06-01	1532057592624	8381042835255221545	www.jd.com	Login
217.222.205.24	新疆	2021-06-01	1532057592624	8381042835255221545	www.suning.com	Login
217.222.205.24	新疆	2021-06-01	1532057592624	8381042835255221545	www.gome.com.cn	Login
182.100.143.99	北京	2021-06-01	1532057592625	3114931617186429542	www.suning.com	Regist
182.100.143.99	北京	2021-06-01	1532057592625	3114931617186429542	www.suning.com	Login
182.100.143.99	北京	2021-06-01	1532057592625	3114931617186429542	www.baidu.com	Regist
14.32.54.171	上海	2021-06-01	1532057592625	1652606286324364792	www.taobao.com	Regist
14.32.54.171	上海	2021-06-01	1532057592626	1652606286324364792	www.mi.com	Comment
14.32.54.171	上海	2021-06-01	1532057592626	1652606286324364792	www.jd.com	Buy
14.32.54.171	上海	2021-06-01	1532057592626	1652606286324364792	www.baidu.com	Regist
57.222.102.178	青海	2021-06-01	1542011090255	167000459809553480	www.baidu.com	View
57.222.102.178	青海	2021-06-01	1542011090255	167000459809553480	www.gome.com.cn	View
57.222.102.178	青海	2021-06-01	1542011090255	167000459809553480	www.taobao.com	Buy
103.190.42.13	江苏	2021-06-01	1542011090255	4152752257070526126	www.baidu.com	View
103.190.42.13	江苏	2021-06-01	1542011090255	4152752257070526126	www.suning.com	Comment
103.190.42.13	江苏	2021-06-01	1542011090255	4152752257070526126	www.taobao.com	Buy
103.190.42.13	江苏	2021-06-01	1542011090255	4152752257070526126	www.gome.com.cn	Buy
103.190.42.13	江苏	2021-06-01	1542011090255	4152752257070526126	www.gome.com.cn	Login
